iucn_sid,sciname,old_cat,iucn_rgn,cat_score,cat_current
65476625,Parazoanthus anguicomus,DD,mediterranean,NA,DD
65476763,Parazoanthus axinellae,LC,mediterranean,0,LC
65476961,Savalia savaglia,NT,mediterranean,0.2,NT
194863,Chromogobius zebratus,LC,mediterranean,0,LC
194859,Microichthys coccoi,LC,mediterranean,0,LC
194843,Opeatogenys gracilis,LC,mediterranean,0,LC
194855,Parablennius rouxi,LC,mediterranean,0,LC
194883,Pomatoschistus knerii,LC,mediterranean,0,LC
187492,Symphodus ocellatus,LC,mediterranean,0,LC
187573,Symphodus rostratus,LC,mediterranean,0,LC
68465230,Pyrgomorpha cypria,LC,mediterranean,0,LC
47710557,Decorana drepanensis,CR,mediterranean,0.8,CR
68462789,Pterolepis elymica,EN,mediterranean,0.6,EN
133085,Balanophyllia europaea,LC,mediterranean,0,LC
50107293,Bunodeopsis strumosa,DD,mediterranean,NA,DD
78314214,Platycleis kibris,CR,mediterranean,0.8,CR
170334,Tetrapturus belone,LC,mediterranean,0,LC
79146871,Matthiola crassifolia,EN,mediterranean,0.6,EN
18258249,Syngnathus rostellatus,DD,mediterranean,NA,DD
18258256,Syngnathus schmidti,DD,mediterranean,NA,DD
161748,Dasyatis marmorata,DD,mediterranean,NA,DD
60127,Aetomylaeus bovinus,CR,mediterranean,0.8,CR
18584848,Pristis pristis,CR,mediterranean,0.8,CR
162389,Festuca brigantina,CR,mediterranean,0.8,CR
85751841,Galium thiebauti,EN,mediterranean,0.6,EN
13148003,Drimia undata,LC,mediterranean,0,LC
18175,Pristis pectinata,CR,mediterranean,0.8,CR
60225,Isurus paucus,DD,mediterranean,NA,DD
41801,Echinorhinus brucus,EN,mediterranean,0.6,EN
161513,Taeniurops grabatus,DD,mediterranean,NA,DD
41006,Hippocampus guttulatus,NT,mediterranean,0.2,NT
10069,Hippocampus hippocampus,NT,mediterranean,0.2,NT
155030,Macroramphosus scolopax,LC,mediterranean,0,LC
198763,Nerophis maculatus,DD,mediterranean,NA,DD
198764,Nerophis ophidion,LC,mediterranean,0,LC
21257,Syngnathus abaster,LC,mediterranean,0,LC
198765,Syngnathus acus,LC,mediterranean,0,LC
198766,Syngnathus phlegon,DD,mediterranean,NA,DD
194904,Syngnathus tenuirostris,DD,mediterranean,NA,DD
198767,Syngnathus typhle,LC,mediterranean,0,LC
194903,Syngnathus taenionotus,DD,mediterranean,NA,DD
63141,Oxynotus centrina,CR,mediterranean,0.8,CR
161463,Rhinoptera marginata,DD,mediterranean,NA,DD
161453,Dasyatis pastinaca,VU,mediterranean,0.4,VU
100363296,Desmazeria pignattii,NT,mediterranean,0.2,NT
50108167,Actinia striata,DD,mediterranean,NA,DD
39332,Squatina squatina,CR,mediterranean,0.8,CR
18258153,Minyichthys sentus,DD,mediterranean,NA,DD
61617,Anthemis glaberrima,EN,mediterranean,0.6,EN
195499,Carthamus balearicus,NT,mediterranean,0.2,NT
61628,Aethionema retsina,CR,mediterranean,0.8,CR
61611,Bupleurum kakiskalae,EN,mediterranean,0.6,EN
39399,Raja clavata,NT,mediterranean,0.2,NT
50013405,Corallium rubrum,EN,mediterranean,0.6,EN
172246,Allium horvatii,LC,mediterranean,0,LC
50149061,Ceratotrochus magnaghii,DD,mediterranean,NA,DD
50012660,Spinimuricea klavereni,DD,mediterranean,NA,DD
41366,Crocidura whitakeri,LC,mediterranean,0,LC
194847,Ophidion rochei,DD,mediterranean,NA,DD
50012459,Paramuricea clavata,VU,mediterranean,0.4,VU
120988899,Bellium minutum,LC,mediterranean,0,LC
161673,Raja polystigma,LC,mediterranean,0,LC
153534,Posidonia oceanica,LC,mediterranean,0,LC
135579,Chelon auratus,LC,mediterranean,0,LC
135714,Chelon ramada,LC,mediterranean,0,LC
135681,Chelon saliens,LC,mediterranean,0,LC
61235,Apricaphanius baeticus,NT,mediterranean,0.2,NT
17793,Podarcis filfolensis,LC,mediterranean,0,LC
17795,Podarcis lilfordi,NT,mediterranean,0.2,NT
17797,Podarcis milensis,LC,mediterranean,0,LC
17800,Podarcis pityusensis,EN,mediterranean,0.6,EN
61547,Podarcis gaigeae,LC,mediterranean,0,LC
61552,Podarcis raffonei,EN,mediterranean,0.6,EN
149170700,Platynochaetus macquarti,VU,mediterranean,0.4,VU
161903,Linaria pseudolaxiflora,VU,mediterranean,0.4,VU
160075998,Pinna nobilis,CR,mediterranean,0.8,CR
133511,Oculina patagonica,LC,mediterranean,0,LC
124569516,Raja miraletus,LC,mediterranean,0,LC
162293947,Centrophorus granulosus,CR,mediterranean,0.8,CR
152781341,Hexanchus nakamurai,DD,mediterranean,NA,DD
134817215,Delphinus delphis,EN,mediterranean,0.6,EN
169229923,Squalus blainville,DD,mediterranean,NA,DD
200064594,Timon nevadensis,LC,mediterranean,0,LC
22696495,Falco cherrug,CR,mediterranean,0.8,CR
22689535,Asio capensis,CR,mediterranean,0.8,CR
22695344,Circus aeruginosus,LC,mediterranean,0,LC
22695028,Elanus caeruleus,LC,mediterranean,0,LC
22696442,Falco eleonorae,LC,mediterranean,0,LC
45354964,Falco peregrinus,LC,mediterranean,0,LC
22696362,Falco tinnunculus,LC,mediterranean,0,LC
22695137,Haliaeetus albicilla,EN,mediterranean,0.6,EN
22696092,Hieraaetus pennatus,LC,mediterranean,0,LC
181568721,Milvus migrans,LC,mediterranean,0,LC
22694938,Pandion haliaetus,EN,mediterranean,0.6,EN
22696446,Falco concolor,CR,mediterranean,0.8,CR
110847130,Mobula mobular,EN,mediterranean,0.6,EN
137516649,Diplodus levantinus,DD,mediterranean,NA,DD
156450,Xerocrassa claudiconus,LC,mediterranean,0,LC
223759501,Armadillidium frontemarginatum,LC,mediterranean,0,LC
223761008,Armadilloniscus aegaeus,LC,mediterranean,0,LC
223764641,Echinarmadillidium armathianum,LC,mediterranean,0,LC
223764670,Echinarmadillidium cycladicum,LC,mediterranean,0,LC
224098367,Temnothorax daidalosi,LC,mediterranean,0,LC
224098630,Temnothorax proteii,LC,mediterranean,0,LC
225646358,Zodarion albipatellare,LC,mediterranean,0,LC
225646396,Saitis ariadneae,LC,mediterranean,0,LC
225646546,Silometopus graecus,EN,mediterranean,0.6,EN
61677,Convolvulus argyrothamnos,EN,mediterranean,0.6,EN
225866475,Anthemis ammanthus,NT,mediterranean,0.2,NT
225867268,Anthemis filicaulis,DD,mediterranean,NA,DD
225867803,Anthemis scopulorum,LC,mediterranean,0,LC
225867857,Anthemis werneri,LC,mediterranean,0,LC
225877869,Origanum calcaratum,VU,mediterranean,0.4,VU
225878132,Origanum symes,CR,mediterranean,0.8,CR
225878442,Stachys chrysantha,LC,mediterranean,0,LC
225878455,Stachys euboica,VU,mediterranean,0.4,VU
225878646,Stachys ionica,LC,mediterranean,0,LC
225878737,Stachys swainsonii,LC,mediterranean,0,LC
225878740,Stachys tetragona,LC,mediterranean,0,LC
225906024,Limonium sougiae,VU,mediterranean,0.4,VU
224606887,Hymenonema graecum,LC,mediterranean,0,LC
224623988,Campanula carpatha,LC,mediterranean,0,LC
224625185,Campanula laciniata,VU,mediterranean,0.4,VU
224625427,Campanula merxmuelleri,VU,mediterranean,0.4,VU
224730427,Campanula saonissia,VU,mediterranean,0.4,VU
224730497,Campanula saxatilis,EN,mediterranean,0.6,EN
224813191,Limonium antipaxorum,NT,mediterranean,0.2,NT
224819585,Limonium arcuatum,VU,mediterranean,0.4,VU
224819683,Limonium cephalonicum,NT,mediterranean,0.2,NT
224820141,Limonium damboldtianum,EN,mediterranean,0.6,EN
224820288,Limonium ithacense,EN,mediterranean,0.6,EN
224820413,Limonium korakonisicum,CR,mediterranean,0.8,CR
224820419,Limonium phitosianum,NT,mediterranean,0.2,NT
224820426,Limonium saracinatum,VU,mediterranean,0.4,VU
224820489,Limonium zacynthium,EN,mediterranean,0.6,EN
226997780,Carlina barnebiana,VU,mediterranean,0.4,VU
226998000,Filago cretensis,NT,mediterranean,0.2,NT
162144,Anthyllis hystrix,LC,mediterranean,0,LC
228116274,Limonium aegaeum,LC,mediterranean,0,LC
228116508,Limonium albomarginatum,CR,mediterranean,0.8,CR
228116531,Limonium ammophilon,LC,mediterranean,0,LC
228116630,Limonium amopicum,LC,mediterranean,0,LC
228116659,Limonium aphroditae,CR,mediterranean,0.8,CR
228116682,Limonium archeothirae,LC,mediterranean,0,LC
228116743,Limonium astypaleanum,VU,mediterranean,0.4,VU
228116752,Limonium athinense,EN,mediterranean,0.6,EN
228116767,Limonium atticum,LC,mediterranean,0,LC
228116904,Limonium brevipetiolatum,NT,mediterranean,0.2,NT
228116960,Limonium calliopsium,EN,mediterranean,0.6,EN
228116981,Limonium carpathum,VU,mediterranean,0.4,VU
228117141,Limonium chersonesum,EN,mediterranean,0.6,EN
228117211,Limonium chrisianum,VU,mediterranean,0.4,VU
228117291,Limonium compactum,LC,mediterranean,0,LC
228117305,Limonium contractum,VU,mediterranean,0.4,VU
228117324,Limonium corinthiacum,VU,mediterranean,0.4,VU
228117347,Limonium cornarianum,CR,mediterranean,0.8,CR
228117668,Limonium coronense,VU,mediterranean,0.4,VU
228117812,Limonium crateriforme,LC,mediterranean,0,LC
228117943,Limonium cythereum,VU,mediterranean,0.4,VU
228117963,Limonium doerfleri,LC,mediterranean,0,LC
228117975,Limonium dolihiense,EN,mediterranean,0.6,EN
228118181,Limonium elaphonisicum,VU,mediterranean,0.4,VU
228118280,Limonium frederici,LC,mediterranean,0,LC
228118312,Limonium grabusae,LC,mediterranean,0,LC
228118380,Limonium helenae,EN,mediterranean,0.6,EN
228118390,Limonium heraionense,EN,mediterranean,0.6,EN
228118444,Limonium hierapetrae,VU,mediterranean,0.4,VU
228118483,Limonium hirsuticalyx,LC,mediterranean,0,LC
228118487,Limonium ikaricum,EN,mediterranean,0.6,EN
228118490,Limonium isidorum,VU,mediterranean,0.4,VU
228118499,Limonium kardamylii,EN,mediterranean,0.6,EN
228118502,Limonium kirikosicum,EN,mediterranean,0.6,EN
228118523,Limonium meandrinum,VU,mediterranean,0.4,VU
228118526,Limonium messeniacum,EN,mediterranean,0.6,EN
228118529,Limonium microcycladicum,LC,mediterranean,0,LC
228118584,Limonium monolithicum,LC,mediterranean,0,LC
228118557,Limonium minoicum,VU,mediterranean,0.4,VU
228118593,Limonium ocymifolium,LC,mediterranean,0,LC
228118602,Limonium pagasaeum,EN,mediterranean,0.6,EN
228118606,Limonium palmare,LC,mediterranean,0,LC
228118615,Limonium parosicum,EN,mediterranean,0.6,EN
228118621,Limonium pigadiense,LC,mediterranean,0,LC
228118639,Limonium proliferum,LC,mediterranean,0,LC
228118660,Limonium pusillum,VU,mediterranean,0.4,VU
228118665,Limonium pylium,VU,mediterranean,0.4,VU
228118792,Limonium quinnii,EN,mediterranean,0.6,EN
228118807,Limonium recticaule,EN,mediterranean,0.6,EN
228118879,Limonium samium,VU,mediterranean,0.4,VU
228118888,Limonium sartorianum,VU,mediterranean,0.4,VU
228118916,Limonium schinousae,LC,mediterranean,0,LC
228118964,Limonium sirinicum,LC,mediterranean,0,LC
228118974,Limonium sitiacum,LC,mediterranean,0,LC
228118989,Limonium stenotatum,LC,mediterranean,0,LC
228119010,Limonium taenari,LC,mediterranean,0,LC
228119021,Limonium thirae,LC,mediterranean,0,LC
228119031,Limonium vanandense,LC,mediterranean,0,LC
228119048,Limonium vravronense,EN,mediterranean,0.6,EN
228119053,Limonium xerocamposicum,LC,mediterranean,0,LC
228119056,Limonium xiliense,VU,mediterranean,0.4,VU
230570176,Armeria johnsenii,VU,mediterranean,0.4,VU
230571861,Caroxylon aegaeum,LC,mediterranean,0,LC
230575793,Goniolimon sartorii,EN,mediterranean,0.6,EN
230575961,Lomelosia hymettia,LC,mediterranean,0,LC
230575987,Malcolmia macrocalyx,LC,mediterranean,0,LC
230583128,Silene adelphiae,EN,mediterranean,0.6,EN
230583340,Trifolium andricum,LC,mediterranean,0,LC
230714840,Stigmaeus canestrinii,DD,mediterranean,NA,DD
231338867,Muscari dionysicum,LC,mediterranean,0,LC
231326674,Allium symiacum,CR,mediterranean,0.8,CR
234609964,Arenaria aegaea,NT,mediterranean,0.2,NT
234745674,Acuston perenne,LC,mediterranean,0,LC
237977955,Tethina inopinata,DD,mediterranean,NA,DD
237977975,Tethina tschirnhausi,DD,mediterranean,NA,DD
237978244,Pamponerus epirus,LC,mediterranean,0,LC
237978404,Cerdistus santoriensis,DD,mediterranean,NA,DD
238134470,Atriplex recurva,NT,mediterranean,0.2,NT
194862,Buenia affinis,LC,mediterranean,0,LC
194865,Corcyrogobius liechtensteini,LC,mediterranean,0,LC
194867,Didogobius bentuvii,DD,mediterranean,NA,DD
194868,Didogobius schlieweni,LC,mediterranean,0,LC
194869,Marcelogobius splechtnai,LC,mediterranean,0,LC
194872,Gobius ater,LC,mediterranean,0,LC
198657,Gobius auratus,LC,mediterranean,0,LC
155214,Gobius fallax,LC,mediterranean,0,LC
194874,Gobius geniporus,LC,mediterranean,0,LC
194875,Gobius kolombatovici,LC,mediterranean,0,LC
194877,Gobius vittatus,LC,mediterranean,0,LC
194881,Odondebuenia balearica,LC,mediterranean,0,LC
194885,Pomatoschistus tortonesei,VU,mediterranean,0.4,VU
194887,Pseudaphya ferreri,LC,mediterranean,0,LC
194889,Speleogobius trigloides,LC,mediterranean,0,LC
194891,Thorogobius macrolepis,LC,mediterranean,0,LC
241147280,Pomatoschistus nanus,LC,mediterranean,0,LC
241147290,Pomatoschistus anatoliae,EN,mediterranean,0.6,EN
241148787,Buenia lombartei,DD,mediterranean,NA,DD
241149272,Gouania adriatica,VU,mediterranean,0.4,VU
241149447,Diplecogaster umutturali,DD,mediterranean,NA,DD
241149606,Lebetus patzneri,DD,mediterranean,NA,DD
241149729,Gobius xoriguer,LC,mediterranean,0,LC
241149819,Gymnesigobius medits,LC,mediterranean,0,LC
241150058,Gouania orientalis,DD,mediterranean,NA,DD
241152111,Gouania pigra,VU,mediterranean,0.4,VU
241152122,Gouania hofrichteri,LC,mediterranean,0,LC
241152242,Pomatoschistus adriaticus,DD,mediterranean,NA,DD
241152314,Speleogobius llorisi,LC,mediterranean,0,LC
241152472,Zebrus pallaoroi,LC,mediterranean,0,LC
274987900,Gouania willdenowi,LC,mediterranean,0,LC
104071039,Bathytoshia lata,VU,mediterranean,0.4,VU
182779,Arius gigas,DD,western-africa,NA,DD
135567,Mugil cephalus,LC,western-africa,0,LC
135689,Chelon labrosus,NA,western-africa,NA,NA
14627,Vitta cristata,LC,western-africa,0,LC
165769,Pachymelania aurita,LC,western-africa,0,LC
165779,Pachymelania fusca,LC,western-africa,0,LC
165780,Vitta glabrata,LC,western-africa,0,LC
165788,Vitta adansoniana,LC,western-africa,0,LC
165803,Tympanotonos fuscatus,LC,western-africa,0,LC
166975,Oreochromis niloticus,LC,western-africa,0,LC
167944,Odaxothrissa ansorgii,LC,western-africa,0,LC
167946,Odaxothrissa mento,VU,western-africa,0.4,VU
167997,Pellonula vorax,LC,western-africa,0,LC
167999,Enneacampus ansorgii,LC,western-africa,0,LC
168000,Enneacampus kaupi,LC,western-africa,0,LC
175136,Potamopyrgus ciliatus,LC,western-africa,0,LC
175138,Assiminea hessei,EN,western-africa,0.6,EN
175139,Melampus liberianus,LC,western-africa,0,LC
181567,Aplocheilichthys spilauchen,LC,western-africa,0,LC
181577,Eleotris senegalensis,LC,western-africa,0,LC
181797,Dormitator lebretonis,LC,western-africa,0,LC
181933,Yongeichthys thomasi,LC,western-africa,0,LC
181984,Gobionellus oceanicus,LC,western-africa,0,LC
182165,Gobionellus occidentalis,LC,western-africa,0,LC
182223,Coptodon guineensis,LC,western-africa,0,LC
182239,Eleotris daganensis,LC,western-africa,0,LC
182285,Periophthalmus barbarus,LC,western-africa,0,LC
182330,Bryconalestes longipinnis,LC,western-africa,0,LC
182363,Bostrychus africanus,LC,western-africa,0,LC
182389,Pelvicachromis subocellatus,DD,western-africa,NA,DD
182611,Ethmalosa fimbriata,LC,western-africa,0,LC
182807,Poropanchax scheeli,LC,western-africa,0,LC
182905,Pelvicachromis pulcher,LC,western-africa,0,LC
182933,Gobioides sagitta,LC,western-africa,0,LC
182997,Chrysichthys nigrodigitatus,LC,western-africa,0,LC
183156,Awaous lateristriga,LC,western-africa,0,LC
183161,Sicydium brevifile,LC,western-africa,0,LC
183169,Eleotris vittata,LC,western-africa,0,LC
183170,Nematogobius maindroni,LC,western-africa,0,LC
183171,Chelon dumerili,LC,western-africa,0,LC
183175,Porogobius schlegelii,LC,western-africa,0,LC
183177,Bathygobius soporator,LC,western-africa,0,LC
39414,Fontitrygon ukpam,VU,western-africa,0.4,VU
40090,Vitta rubricata,LC,western-africa,0,LC
182622,Coptodon louka,LC,western-africa,0,LC
169424,Alestopetersius smykalai,EN,western-africa,0.6,EN
182620,Epiplatys dageti,LC,western-africa,0,LC
182093,Chrysichthys maurus,LC,western-africa,0,LC
182745,Chrysichthys walkeri,VU,western-africa,0.4,VU
182963,Notoglanidium maculatum,VU,western-africa,0.4,VU
181943,Tylochromis jentinki,LC,western-africa,0,LC
175140,Pachymelania byronensis,LC,western-africa,0,LC
14264,Myxus capensis,LC,s.-africa-fw,0,LC
14628,Neritina natalensis,LC,s.-africa-fw,0,LC
165769,Pachymelania aurita,LC,s.-africa-fw,0,LC
165773,Neritina pulligera,LC,s.-africa-fw,0,LC
165778,Nereina afra,LC,s.-africa-fw,0,LC
165779,Pachymelania fusca,LC,s.-africa-fw,0,LC
165780,Vitta glabrata,LC,s.-africa-fw,0,LC
165788,Vitta adansoniana,LC,s.-africa-fw,0,LC
165793,Septaria tessellaria,EN,s.-africa-fw,0.6,EN
165795,Thiara amarula,NT,s.-africa-fw,0.2,NT
165800,Assiminea bifasciata,LC,s.-africa-fw,0,LC
165803,Tympanotonos fuscatus,LC,s.-africa-fw,0,LC
165811,Septaria borbonica,EN,s.-africa-fw,0.6,EN
166189,Anguilla marmorata,LC,s.-africa-fw,0,LC
167944,Odaxothrissa ansorgii,LC,s.-africa-fw,0,LC
167997,Pellonula vorax,LC,s.-africa-fw,0,LC
167999,Enneacampus ansorgii,DD,s.-africa-fw,NA,DD
169361,Hippichthys heptagonus,LC,s.-africa-fw,0,LC
181000,Mugilogobius mertoni,LC,s.-africa-fw,0,LC
181567,Aplocheilichthys spilauchen,LC,s.-africa-fw,0,LC
181577,Eleotris senegalensis,DD,s.-africa-fw,NA,DD
182223,Coptodon guineensis,DD,s.-africa-fw,NA,DD
182239,Eleotris daganensis,LC,s.-africa-fw,0,LC
182521,Pelmatolapia cabrae,LC,s.-africa-fw,0,LC
182736,Clarias ngamensis,LC,s.-africa-fw,0,LC
182822,Stenogobius kenyae,LC,s.-africa-fw,0,LC
182997,Chrysichthys nigrodigitatus,LC,s.-africa-fw,0,LC
183152,Microphis fluviatilis,LC,s.-africa-fw,0,LC
183155,Anguilla mossambica,LC,s.-africa-fw,0,LC
183156,Awaous lateristriga,LC,s.-africa-fw,0,LC
183160,Awaous aeneofuscus,LC,s.-africa-fw,0,LC
183169,Eleotris vittata,LC,s.-africa-fw,0,LC
60447,Marcusenius livingstonii,LC,s.-africa-fw,0,LC
63359,Chrysichthys ansorgii,LC,s.-africa-fw,0,LC
63360,Chrysichthys bocagii,LC,s.-africa-fw,0,LC
63353,Thoracochromis buysi,LC,s.-africa-fw,0,LC
63355,Hypseleotris cyprinoides,NT,s.-africa-fw,0.2,NT
63442,Eussoia leptodonta,DD,s.-africa-fw,NA,DD
63449,Tomichia ventricosa,EN,s.-africa-fw,0.6,EN
7135,Eleotris melanosoma,LC,s.-africa-fw,0,LC
63338,Oreochromis mossambicus,VU,s.-africa-fw,0.4,VU
165788,Vitta adansoniana,LC,pan-africa,0,LC
182779,Arius gigas,DD,pan-africa,NA,DD
14264,Myxus capensis,LC,pan-africa,0,LC
14628,Neritina natalensis,NT,pan-africa,0.2,NT
154855,Hippichthys spicifer,LC,pan-africa,0,LC
155342,Mercuria similis,LC,pan-africa,0,LC
155734,Ecrobia ventrosa,LC,pan-africa,0,LC
155989,Eupaludestrina stagnorum,LC,pan-africa,0,LC
164011,Limonium duriaei,VU,pan-africa,0.4,VU
164080,Limonium battandieri,DD,pan-africa,NA,DD
164095,Limonium cymuliferum,NT,pan-africa,0.2,NT
164141,Carex punctata,LC,pan-africa,0,LC
164276,Bolboschoenus maritimus,LC,pan-africa,0,LC
164392,Spergularia doumerguei,VU,pan-africa,0.4,VU
164409,Spergularia embergeri,VU,pan-africa,0.4,VU
164436,Cyperus capitatus,LC,pan-africa,0,LC
164487,Lactuca virosa,LC,pan-africa,0,LC
164508,Ruppia maritima,LC,pan-africa,0,LC
164513,Ambrosia maritima,LC,pan-africa,0,LC
164517,Juncus maritimus,LC,pan-africa,0,LC
164523,Carex extensa,LC,pan-africa,0,LC
165773,Neritina pulligera,NT,pan-africa,0.2,NT
165793,Septaria tessellaria,EN,pan-africa,0.6,EN
165795,Thiara amarula,NT,pan-africa,0.2,NT
165800,Assiminea bifasciata,LC,pan-africa,0,LC
165811,Septaria borbonica,EN,pan-africa,0.6,EN
166189,Anguilla marmorata,LC,pan-africa,0,LC
166552,Pisodonophis boro,LC,pan-africa,0,LC
155568,Radix auricularia,RE,pan-africa,NA,NA
166856,Planiliza macrolepis,LC,pan-africa,0,LC
166868,Megalops cyprinoides,LC,pan-africa,0,LC
181000,Mugilogobius mertoni,LC,pan-africa,0,LC
181563,Oreochromis salinicola,VU,pan-africa,0.4,VU
181984,Gobionellus oceanicus,LC,pan-africa,0,LC
182498,Tylochromis praecox,DD,pan-africa,NA,DD
182521,Pelmatolapia cabrae,LC,pan-africa,0,LC
182822,Stenogobius kenyae,LC,pan-africa,0,LC
183152,Microphis fluviatilis,LC,pan-africa,0,LC
183153,Myrophis plumbeus,LC,pan-africa,0,LC
183155,Anguilla mossambica,LC,pan-africa,0,LC
183156,Awaous lateristriga,LC,pan-africa,0,LC
183158,Kuhlia rupestris,LC,pan-africa,0,LC
183160,Awaous aeneofuscus,LC,pan-africa,0,LC
183161,Sicydium brevifile,LC,pan-africa,0,LC
183165,Arius africanus,LC,pan-africa,0,LC
183167,Hippichthys cyanospilos,LC,pan-africa,0,LC
183169,Eleotris vittata,LC,pan-africa,0,LC
183170,Nematogobius maindroni,LC,pan-africa,0,LC
183171,Chelon dumerili,LC,pan-africa,0,LC
183175,Porogobius schlegelii,LC,pan-africa,0,LC
183177,Bathygobius soporator,LC,pan-africa,0,LC
184493,Melampus massauensis,DD,pan-africa,NA,DD
184520,Laemodonta oblonga,DD,pan-africa,NA,DD
184552,Hydrobia recta,LC,pan-africa,0,LC
184576,Laemodonta amplicata,DD,pan-africa,NA,DD
184590,Galatea nux,LC,pan-africa,0,LC
184635,Galatea schwabi,DD,pan-africa,NA,DD
184692,Melampus semiaratus,LC,pan-africa,0,LC
184700,Galatea heukelomii,LC,pan-africa,0,LC
184740,Hydrobia musaensis,LC,pan-africa,0,LC
184759,Hydrobia joossei,NT,pan-africa,0.2,NT
185774,Pedipes affinis,DD,pan-africa,NA,DD
185777,Terebralia palustris,DD,pan-africa,NA,DD
185778,Melampus siamensis,DD,pan-africa,NA,DD
185785,Assiminea ovata,LC,pan-africa,0,LC
185786,Hydrobia minoricensis,EN,pan-africa,0.6,EN
60708,Xenochromis hecqui,DD,pan-africa,NA,DD
61213,Oligolepis acutipennis,LC,pan-africa,0,LC
63359,Chrysichthys ansorgii,LC,pan-africa,0,LC
63360,Chrysichthys bocagii,LC,pan-africa,0,LC
63378,Parailia occidentalis,LC,pan-africa,0,LC
63353,Thoracochromis buysi,LC,pan-africa,0,LC
63355,Hypseleotris cyprinoides,NT,pan-africa,0.2,NT
63442,Eussoia leptodonta,DD,pan-africa,NA,DD
63449,Tomichia ventricosa,EN,pan-africa,0.6,EN
7135,Eleotris melanosoma,LC,pan-africa,0,LC
9266,Psammogobius biocellatus,LC,pan-africa,0,LC
182611,Ethmalosa fimbriata,LC,pan-africa,0,LC
167997,Pellonula vorax,LC,pan-africa,0,LC
182363,Bostrychus africanus,LC,pan-africa,0,LC
181797,Dormitator lebretonis,LC,pan-africa,0,LC
182933,Gobioides sagitta,LC,pan-africa,0,LC
182285,Periophthalmus barbarus,LC,pan-africa,0,LC
181933,Yongeichthys thomasi,LC,pan-africa,0,LC
60447,Marcusenius livingstonii,LC,pan-africa,0,LC
19387,Redigobius dewaali,LC,pan-africa,0,LC
63356,Glossogobius callidus,LC,pan-africa,0,LC
182622,Coptodon louka,LC,pan-africa,0,LC
182905,Pelvicachromis pulcher,LC,pan-africa,0,LC
164280,Ruppia cirrhosa,LC,pan-africa,0,LC
167999,Enneacampus ansorgii,LC,pan-africa,0,LC
168000,Enneacampus kaupi,LC,pan-africa,0,LC
184679,Cerithidea decollata,LC,pan-africa,0,LC
182223,Coptodon guineensis,LC,pan-africa,0,LC
182736,Clarias ngamensis,LC,pan-africa,0,LC
63361,Chrysichthys furcatus,DD,pan-africa,NA,DD
167944,Odaxothrissa ansorgii,LC,pan-africa,0,LC
182239,Eleotris daganensis,LC,pan-africa,0,LC
181577,Eleotris senegalensis,LC,pan-africa,0,LC
181567,Aplocheilichthys spilauchen,LC,pan-africa,0,LC
182330,Bryconalestes longipinnis,LC,pan-africa,0,LC
169424,Alestopetersius smykalai,EN,pan-africa,0.6,EN
182620,Epiplatys dageti,LC,pan-africa,0,LC
182093,Chrysichthys maurus,LC,pan-africa,0,LC
182997,Chrysichthys nigrodigitatus,LC,pan-africa,0,LC
182745,Chrysichthys walkeri,VU,pan-africa,0.4,VU
182963,Notoglanidium maculatum,VU,pan-africa,0.4,VU
182389,Pelvicachromis subocellatus,LC,pan-africa,0,LC
181943,Tylochromis jentinki,LC,pan-africa,0,LC
181550,Dalophis boulengeri,LC,pan-africa,0,LC
182807,Poropanchax scheeli,LC,pan-africa,0,LC
182549,Elops lacerta,LC,pan-africa,0,LC
167946,Odaxothrissa mento,LC,pan-africa,0,LC
184723,Galatea congica,LC,pan-africa,0,LC
184732,Galatea tenuicula,LC,pan-africa,0,LC
184745,Galatea cailliaudi,LC,pan-africa,0,LC
175138,Assiminea hessei,DD,pan-africa,NA,DD
175136,Potamopyrgus ciliatus,LC,pan-africa,0,LC
165778,Nereina afra,LC,pan-africa,0,LC
14627,Vitta cristata,LC,pan-africa,0,LC
165780,Vitta glabrata,LC,pan-africa,0,LC
40090,Vitta rubricata,NT,pan-africa,0.2,NT
165803,Tympanotonos fuscatus,LC,pan-africa,0,LC
165769,Pachymelania aurita,LC,pan-africa,0,LC
175140,Pachymelania byronensis,LC,pan-africa,0,LC
165779,Pachymelania fusca,LC,pan-africa,0,LC
184711,Iphigenia laevigata,LC,pan-africa,0,LC
184686,Mytilopsis africana,LC,pan-africa,0,LC
184626,Iphigenia curta,LC,pan-africa,0,LC
63338,Oreochromis mossambicus,VU,pan-africa,0.4,VU
14627,Vitta cristata,LC,central-africa,0,LC
165769,Pachymelania aurita,LC,central-africa,0,LC
165779,Pachymelania fusca,LC,central-africa,0,LC
165780,Vitta glabrata,LC,central-africa,0,LC
165788,Vitta adansoniana,LC,central-africa,0,LC
165803,Tympanotonos fuscatus,LC,central-africa,0,LC
167944,Odaxothrissa ansorgii,LC,central-africa,0,LC
167946,Odaxothrissa mento,LC,central-africa,0,LC
167997,Pellonula vorax,LC,central-africa,0,LC
167999,Enneacampus ansorgii,LC,central-africa,0,LC
168000,Enneacampus kaupi,LC,central-africa,0,LC
175136,Potamopyrgus ciliatus,NA,central-africa,NA,NA
175138,Assiminea hessei,DD,central-africa,NA,DD
181550,Dalophis boulengeri,LC,central-africa,0,LC
181563,Oreochromis salinicola,VU,central-africa,0.4,VU
181567,Aplocheilichthys spilauchen,LC,central-africa,0,LC
181577,Eleotris senegalensis,LC,central-africa,0,LC
