"Taxonkey","TaxonName","CommonName","forage_fish"
628128,"Grammoplites suppositus","Spotfin flathead",NA
628143,"Peprilus paru","American harvestfish",NA
646376,"Liza klunzingeri","Klunzingers mullet",NA
646941,"Coregonus laurettae","Bering cisco",NA
649232,"Capromimus abbreviatus","Capro dory",NA
650136,"Pseudopercis semifasciata","Argentinian sandperch",NA
657505,"Bathyraja irrasa","Kerguelen sandpaper skate",NA
657506,"Chelon haematocheilus","So-iny (redlip) mullet",NA
690003,"Pandalus montagui","Aesop shrimp",NA
690005,"Acetes japonicus","Akiami paste shrimp",NA
690009,"Crassostrea virginica","American cupped oyster",NA
690010,"Homarus americanus","American lobster",NA
690011,"Placopecten magellanicus","American sea scallop",NA
690013,"Metanephrops andamanicus","Andaman lobster",NA
690016,"Euphausia superba","Antarctic krill",NA
690018,"Paralomis spinosissima","Antarctic stone crab",NA
690022,"Pleoticus muelleri","Argentine red shrimp",NA
690023,"Illex argentinus","Argentine shortfin squid",NA
690024,"Artemesia longinaris","Argentine stiletto shrimp",NA
690029,"Ensis directus","Atlantic razor clam",NA
690030,"Argopecten irradians","Atlantic bay scallop",NA
690031,"Cancer irroratus","Atlantic rock crab",NA
690032,"Xiphopenaeus kroyeri","Atlantic seabob",NA
690033,"Spisula solidissima","Atlantic surf clam",NA
690036,"Mytilus planulatus","Australian mussel",NA
690039,"Panulirus cygnus","Australian spiny lobster",NA
690042,"Fenneropenaeus merguiensis","Banana prawn",NA
690043,"Pollicipes pollicipes","Barnacle",NA
690047,"Menippe mercenaria","Black stone crab",NA
690049,"Haliotis rubra","Blacklip abalone",NA
690050,"Anadara granosa","Blood cockle",NA
690051,"Aristeus antennatus","Blue and red shrimp",NA
690052,"Callinectes sapidus","Blue crab",NA
690053,"Mytilus edulis","Blue mussel",NA
690054,"Litopenaeus stylirostris","Blue shrimp",NA
690055,"Portunus pelagicus","Blue swimming crab",NA
690059,"Illex coindetii","Broadtail shortfin squid",NA
690060,"Perna viridis","Brown mussel",NA
690064,"Saxidomus gigantea","Butter clam",NA
690065,"Argopecten gibbus","Calico scallop",NA
690067,"Loligo vulgaris","Cape Hope squid",NA
690069,"Jasus lalandii","Cape rock lobster",NA
690070,"Melicertus kerathurus","Caramote prawn",NA
690071,"Panulirus argus","Caribbean spiny lobster",NA
690075,"Ostrea chilensis","Chilean flat oyster",NA
690076,"Mytilus chilensis","Chilean mussel",NA
690077,"Heterocarpus reedi","Chilean nylon shrimp",NA
690078,"Loxechinus albus","Chilean sea urchin",NA
690081,"Aulacomya ater","Cholga mussel",NA
690082,"Choromytilus chorus","Choro mussel",NA
690085,"Sepia officinalis","Common cuttlefish",NA
690087,"Cardium edule","Common edible cockle",NA
690088,"Octopus vulgaris","Common octopus",NA
690089,"Littorina littorea","Common periwinkle",NA
690090,"Palaemon serratus","Common prawn",NA
690091,"Crangon crangon","Common shrimp",NA
690092,"Palinurus elephas","Common spiny lobster",NA
690100,"Farfantepenaeus brevirostris","Crystal shrimp",NA
690105,"Callinectes danae","Dana's swimming crab",NA
690109,"Parapenaeus longirostris","Deepwater rose shrimp",NA
690115,"Cancer magister","Dungeness crab",NA
690119,"Cancer pagurus","Edible crab",NA
690120,"Metapenaeus endeavouri","Endeavour shrimp",NA
690122,"Echinus esculentus","European edible sea urchin",NA
690123,"Ostrea edulis","European flat oyster",NA
690124,"Todarodes sagittatus","European flying squid",NA
690125,"Homarus gammarus","European lobster",NA
690126,"Solen vagina","European razor clam",NA
690127,"Concholepas concholepas","False abalone",NA
690133,"Fenneropenaeus chinensis","Fleshy prawn",NA
690143,"Portunus trituberculatus","Gazami crab",NA
690146,"Haliotis gigantea","Giant abalone",NA
690151,"Penaeus monodon","Giant tiger prawn",NA
690156,"Pecten maximus","Great Atlantic scallop",NA
690157,"Pecten jacobaeus","Great Mediterranean scallop",NA
690158,"Carcinus maenas","Green crab",NA
690161,"Jasus verreauxi","Green rock lobster",NA
690163,"Penaeus semisulcatus","Green tiger prawn",NA
690166,"Ruditapes decussatus","Grooved carpet shell",NA
690167,"Microcosmus sulcatus","Grooved sea squirt",NA
690168,"Parapenaeopsis atlantica","Guinea shrimp",NA
690169,"Scapharca cornea","Half-crenated ark",NA
690176,"Mactra sachalinensis","Hen clam",NA
690180,"Turbo cornutus","Horned turban",NA
690182,"Limulus polyphemus","Horseshoe crab",NA
690185,"Chlamys islandica","Iceland scallop",NA
690189,"Fenneropenaeus indicus","Indian white prawn",NA
690190,"Scylla serrata","Indo-Pacific swamp crab",NA
690194,"Haliporoides sibogae","Jack-knife shrimp",NA
690196,"Ruditapes philippinarum","Japanese carpet shell",NA
690198,"Todarodes pacificus","Japanese flying squid",NA
690199,"Meretrix lusoria","Japanese hard clam",NA
690201,"Apostichopus japonicus","Japanese sea cucumber",NA
690203,"Cancer borealis","Jonah crab",NA
690205,"Jasus frontalis","Juan Fernandez rock lobster",NA
690206,"Dosidicus gigas","Jumbo flying squid",NA
690215,"Haliporoides triarthrus","Knife shrimp",NA
690217,"Solenocera agassizii","Kolibri shrimp",NA
690218,"Mytilus coruscus","Korean mussel",NA
690219,"Marsupenaeus japonicus","Kuruma prawn",NA
690227,"Loligo pealeii","Longfin squid",NA
690228,"Panulirus longipes","Longlegged spiny lobster",NA
690230,"Mesodesma donacium","Macha clam",NA
690232,"Crassostrea rhizophorae","Mangrove cupped oyster",NA
690241,"Mytilus galloprovincialis","Mediterranean mussel",NA
690242,"Carcinus aestuarii","Mediterranean shore crab",NA
690249,"Metanephrops mozambicus","Mozambique lobster",NA
690253,"Palinurus delagoae","Natal spiny lobster",NA
690256,"Ostrea lutaria","New Zealand dredge oyster",NA
690257,"Metanephrops challengeri","New Zealand lobster",NA
690259,"Pecten novaezelandiae","New Zealand scallop",NA
690265,"Farfantepenaeus aztecus","Northern brown shrimp",NA
690268,"Farfantepenaeus duorarum","Northern pink shrimp",NA
690269,"Pandalus borealis","Northern prawn",NA
690270,"Mercenaria mercenaria","Northern quahog",NA
690271,"Illex illecebrosus","Northern shortfin squid",NA
690272,"Litopenaeus setiferus","Northern white shrimp",NA
690273,"Nephrops norvegicus","Norway lobster",NA
690274,"Meganyctiphanes norvegica","Norwegian krill",NA
690275,"Arctica islandica","Ocean quahog",NA
690279,"Ostrea lurida","Olympia flat oyster",NA
690282,"Argopecten ventricosus","Pacific calico scallop",NA
690283,"Crassostrea gigas","Pacific cupped oyster",NA
690284,"Panopea abrupta","Pacific geoduck",NA
690285,"Protothaca staminea","Pacific littleneck clam",NA
690286,"Siliqua patula","Pacific razor clam",NA
690287,"Cancer productus","Pacific rock crab",NA
690288,"Xiphopenaeus kroyeri","Atlantic seabob",NA
690296,"Loligo gahi","Patagonian squid",NA
690302,"Haliotis midae","Perlemoen abalone",NA
690303,"Argopecten purpuratus","Peruvian calico scallop",NA
690305,"Palinurus mauritanicus","Pink spiny lobster",NA
690309,"Tapes pullastra","Pullet carpet shell",NA
690313,"Chionoecetes opilio","Queen crab",NA
690314,"Aequipecten opercularis","Queen scallop",NA
690318,"Pyura stolonifera","Red bait",NA
690320,"Chaceon quinquedens","Red deepsea crab",NA
690321,"Jasus edwardsii","Red rock lobster",NA
690322,"Pyura chilensis","Red sea squirt",NA
690325,"Paralomis aculeata","Red stone crab",NA
690327,"Farfantepenaeus brasiliensis","Redspotted shrimp",NA
690328,"Penaeus penicillatus","Redtail prawn",NA
690332,"Mytilus platensis","River Plata mussel",NA
690334,"Sicyonia brevirostris","Rock shrimp",NA
690335,"Pleoticus robustus","Royal red shrimp",NA
690337,"Mya arenaria","Sand gaper",NA
690338,"Farfantepenaeus paulensis","Sao Paulo shrimp",NA
690341,"Panulirus homarus","Scalloped spiny lobster",NA
690343,"Plesiopenaeus edwardsianus","Scarlet shrimp",NA
690354,"Martialia hyadesi","Sevenstar flying squid",NA
690356,"Metapenaeus joyneri","Shiba shrimp",NA
690364,"Crassostrea iredalei","Slipper cupped oyster",NA
690370,"Paralomis granulosa","Softshell red crab",NA
690374,"Perna perna","South American rock mussel",NA
690377,"Lithodes antarcticus","Southern king crab",NA
690378,"Farfantepenaeus notialis","Southern pink shrimp",NA
690379,"Trachysalambria curvirostris","Southern rough shrimp",NA
690381,"Palinurus gilchristi","Southern spiny lobster",NA
690383,"Metapenaeus monoceros","Speckled shrimp",NA
690387,"Maja squinado","Spinous spider crab",NA
690392,"Squilla mantis","Spottail mantis squillid",NA
690398,"Mactromeris polynyma","Stimpsons surf clam",NA
690399,"Lithodes maia","Stone king crab",NA
690400,"Paracentrotus lividus","Stony sea urchin",NA
690403,"Aristeus varidens","Striped red shrimp",NA
690404,"Venus (=Chamelea) gallina","Striped venus",NA
690411,"Protothaca thaca","Taca clam",NA
690420,"Haliotis tuberculata","Tuberculate abalone",NA
690423,"Chlamys varia","Variegated scallop",NA
690425,"Necora puber","Velvet swimcrab",NA
690429,"Patinopecten caurinus","Weathervane scallop",NA
690430,"Nototodarus sloanii","Wellington flying squid",NA
690432,"Melicertus latisulcatus","Western king prawn",NA
690433,"Litopenaeus occidentalis","Western white shrimp",NA
690434,"Buccinum undatum","Whelk",NA
690440,"Litopenaeus vannamei","Whiteleg shrimp",NA
690444,"Farfantepenaeus californiensis","Yellowleg shrimp",NA
690445,"Pecten yessoensis","Yesso scallop",NA
690455,"Paralomis formosa","King crab",NA
690470,"Ommastrephes bartramii","Neon flying squid",NA
690595,"Loligo forbesii","Veined Squid",NA
690598,"Scyllarides latus","Mediterranean slipper lobster",NA
690606,"Cervimunida johni","Carrot Squat Lobster",NA
690608,"Erimacrus isenbeckii","Hair Crab",NA
690609,"Haliporoides diomedeae","Chilean nylon shrimp",NA
690610,"Heterocarpus vicarius","Northern nylon shrimp",NA
690611,"Ibacus ciliatus","Sand Crayfish",NA
690612,"Lithodes aequispinus","Same-spine stone crab",NA
690613,"Megabalanus psittacus","Giant barnacle",NA
690615,"Pandalopsis japonica","Sidestripe shrimp",NA
690616,"Pandalus goniurus","Humpy shrimp",NA
690617,"Pandalus hypsinotus","Humpback shrimp",NA
690618,"Pandalus kessleri","Grass shrimp",NA
690619,"Panulirus gracilis","Blue spiny lobster",NA
690620,"Paralithodes brevipes","Spiny king crab",NA
690621,"Paralithodes camtschaticus","Red king crab",NA
690622,"Paralithodes platypus","Blue King Crab",NA
690624,"Pleuroncodes monodon","Squat Lobster",NA
690625,"Pleuroncodes planipes","Pelagic red crab",NA
690627,"Cilus gilberti","Corvina",NA
690628,"Sicyonia ingentis","Ridgeback shrimp",NA
690629,"Tivela mactroides","Trigonal tivela",NA
690631,"Spisula ovalis","Venus clam",NA
690651,"Clinocardium nuttallii","Nuttall cockle",NA
690658,"Loligo opalescens","California market squid",NA
690660,"Pandalus jordani","Ocean shrimp",NA
690665,"Upogebia pugettensis","Blue mud shrimp",NA
690671,"Spisula solida","Surf clam",NA
690674,"Zidona dufresnei","Angulate volute",NA
690675,"Tapes rhomboides","Banded carpet shell",NA
690676,"Liocarcinus depurator","Blue-leg swimcrab",NA
690677,"Semele solida","Chilean semele",NA
690678,"Glycymeris glycymeris","Dog cockle",NA
690679,"Chlamys delicatula","Delicate scallop",NA
690680,"Palaemon longirostris","Delta prawn",NA
690681,"Thenus orientalis","Flathead lobster",NA
690682,"Tawera gayi","Gay's little venus",NA
690683,"Aristaeomorpha foliacea","Giant red shrimp",NA
690684,"Eledone cirrhosa","Horned octopus",NA
690686,"Zygochlamys patagonica","Patagonean scallop",NA
690688,"Paphies australis","Pipi wedge clam",NA
690690,"Callista chione","Smooth callista",NA
690692,"Chione stutchburyi","Stutchbury's venus",NA
690693,"Venus verrucosa","Warty venus",NA
690694,"Nematopalaemon schmitti","Whitebelly prawn",NA
690696,"Jasus novaehollandiae","Southern rock lobster",NA
690750,"Tonna galea","Helmet ton",NA
690751,"Pitar rostratus","Rostrate pitar",NA
690753,"Chaceon affinis","Deep-sea red crab",NA
690754,"Ensis ensis","Pod razor",NA
690759,"Pharus legumen","Bean solen",NA
