rgn_id,year,arrivals_method,arrivals_gapfilled
198,2012,linear model,gapfilled
198,2013,linear model,gapfilled
198,2014,linear model,gapfilled
198,2015,linear model,gapfilled
198,2016,linear model,gapfilled
198,2017,linear model,gapfilled
198,2018,linear model,gapfilled
198,2019,linear model,gapfilled
198,2020,2020 and 2021 gapfill method,gapfilled
198,2021,2020 and 2021 gapfill method,gapfilled
199,2008,UNWTO,NA
199,2009,UNWTO,NA
199,2010,UNWTO,NA
199,2011,UNWTO,NA
199,2012,UNWTO,NA
199,2013,UNWTO,NA
199,2014,UNWTO,NA
199,2015,UNWTO,NA
199,2016,UNWTO,NA
199,2017,linear model,gapfilled
199,2018,linear model,gapfilled
199,2019,linear model,gapfilled
199,2020,2020 and 2021 gapfill method,gapfilled
199,2021,2020 and 2021 gapfill method,gapfilled
200,2008,UNWTO,NA
200,2009,UNWTO,NA
200,2010,UNWTO,NA
200,2011,UNWTO,NA
200,2012,UNWTO,NA
200,2013,UNWTO,NA
200,2014,UNWTO,NA
200,2015,UNWTO,NA
200,2016,UNWTO,NA
200,2017,UNWTO,NA
200,2018,UNWTO,NA
200,2019,UNWTO,NA
200,2020,UNWTO,NA
200,2021,2020 and 2021 gapfill method,gapfilled
202,2008,UNWTO,NA
202,2009,UNWTO,NA
202,2010,UNWTO,NA
202,2011,UNWTO,NA
202,2012,UNWTO,NA
202,2013,UNWTO,NA
202,2014,UNWTO,NA
202,2015,UNWTO,NA
202,2016,UNWTO,NA
202,2017,UNWTO,NA
202,2018,UNWTO,NA
202,2019,UNWTO,NA
202,2020,UNWTO,NA
202,2021,2020 and 2021 gapfill method,gapfilled
203,2008,UNWTO,NA
203,2009,UNWTO,NA
203,2010,UNWTO,NA
203,2011,UNWTO,NA
203,2012,UNWTO,NA
203,2013,UNWTO,NA
203,2014,UNWTO,NA
203,2015,UNWTO,NA
203,2016,UNWTO,NA
203,2017,UNWTO,NA
203,2018,UNWTO,NA
203,2019,UNWTO,NA
203,2020,UNWTO,NA
203,2021,UNWTO,NA
204,2008,UNWTO,NA
204,2009,UNWTO,NA
204,2010,UNWTO,NA
204,2011,UNWTO,NA
204,2012,UNWTO,NA
204,2013,UNWTO,NA
204,2014,UNWTO,NA
204,2015,UNWTO,NA
204,2016,UNWTO,NA
204,2017,UNWTO,NA
204,2018,UNWTO,NA
204,2019,UNWTO,NA
204,2020,UNWTO,NA
204,2021,2020 and 2021 gapfill method,gapfilled
205,2008,UNWTO,NA
205,2009,UNWTO,NA
205,2010,UNWTO,NA
205,2011,UNWTO,NA
205,2012,UNWTO,NA
205,2013,UNWTO,NA
205,2014,UNWTO,NA
205,2015,UNWTO,NA
205,2016,UNWTO,NA
205,2017,UNWTO,NA
205,2018,UNWTO,NA
205,2019,UNWTO,NA
205,2020,UNWTO,NA
205,2021,UNWTO,NA
206,2008,UNWTO,NA
206,2009,UNWTO,NA
206,2010,UNWTO,NA
206,2011,UNWTO,NA
206,2012,UNWTO,NA
206,2013,UNWTO,NA
206,2014,UNWTO,NA
206,2015,UNWTO,NA
206,2016,UNWTO,NA
206,2017,UNWTO,NA
206,2018,UNWTO,NA
206,2019,UNWTO,NA
206,2020,UNWTO,NA
206,2021,UNWTO,NA
207,2008,UNWTO - subtraction,gapfilled
207,2009,UNWTO - subtraction,gapfilled
207,2010,UNWTO - subtraction,gapfilled
207,2011,UNWTO - subtraction,gapfilled
207,2012,nearby year,gapfilled
207,2013,UNWTO,NA
207,2014,UNWTO,NA
207,2015,UNWTO,NA
207,2016,linear model,gapfilled
207,2017,linear model,gapfilled
207,2018,linear model,gapfilled
207,2019,linear model,gapfilled
207,2020,2020 and 2021 gapfill method,gapfilled
207,2021,2020 and 2021 gapfill method,gapfilled
208,2008,UNWTO,NA
208,2009,UNWTO,NA
208,2010,UNWTO,NA
208,2011,UNWTO,NA
208,2012,UNWTO,NA
208,2013,UNWTO,NA
208,2014,UNWTO,NA
208,2015,UNWTO,NA
208,2016,UNWTO,NA
208,2017,UNWTO,NA
208,2018,UNWTO,NA
208,2019,UNWTO,NA
208,2020,UNWTO,NA
208,2021,2020 and 2021 gapfill method,gapfilled
209,2008,UNWTO,NA
209,2009,UNWTO,NA
209,2010,UNWTO,NA
209,2011,UNWTO,NA
209,2012,UNWTO,NA
209,2013,UNWTO,NA
209,2014,UNWTO,NA
209,2015,UNWTO,NA
209,2016,UNWTO,NA
209,2017,UNWTO,NA
209,2018,UNWTO,NA
209,2019,UNWTO,NA
209,2020,UNWTO,NA
209,2021,2020 and 2021 gapfill method,gapfilled
212,2008,UNWTO,NA
212,2009,UNWTO,NA
212,2010,UNWTO,NA
212,2011,UNWTO,NA
212,2012,UNWTO,NA
212,2013,UNWTO,NA
212,2014,UNWTO,NA
212,2015,UNWTO,NA
212,2016,UNWTO,NA
212,2017,UNWTO,NA
212,2018,UNWTO,NA
212,2019,UNWTO,NA
212,2020,UNWTO,NA
212,2021,2020 and 2021 gapfill method,gapfilled
214,2008,UNWTO,NA
214,2009,UNWTO,NA
214,2010,UNWTO,NA
214,2011,UNWTO,NA
214,2012,UNWTO,NA
214,2013,UNWTO,NA
214,2014,UNWTO,NA
214,2015,UNWTO,NA
214,2016,UNWTO,NA
214,2017,UNWTO,NA
214,2018,UNWTO,NA
214,2019,UNWTO,NA
214,2020,2020 and 2021 gapfill method,gapfilled
214,2021,2020 and 2021 gapfill method,gapfilled
215,2008,UNWTO,NA
215,2009,UNWTO,NA
215,2010,UNWTO,NA
215,2011,UNWTO,NA
215,2012,UNWTO,NA
215,2013,UNWTO,NA
215,2014,UNWTO,NA
215,2015,UNWTO,NA
215,2016,UNWTO,NA
215,2017,UNWTO,NA
215,2018,UNWTO,NA
215,2019,UNWTO,NA
215,2020,UNWTO,NA
215,2021,UNWTO,NA
216,2008,nearby year,gapfilled
216,2009,nearby year,gapfilled
216,2010,nearby year,gapfilled
216,2011,nearby year,gapfilled
216,2012,nearby year,gapfilled
216,2013,nearby year,gapfilled
216,2014,nearby year,gapfilled
216,2015,UNWTO,NA
216,2016,UNWTO,NA
216,2017,UNWTO,NA
216,2018,UNWTO,NA
216,2019,UNWTO,NA
216,2020,UNWTO,NA
216,2021,UNWTO,NA
218,2008,UNWTO,NA
218,2009,UNWTO,NA
218,2010,UNWTO,NA
218,2011,UNWTO,NA
218,2012,UNWTO,NA
218,2013,UNWTO,NA
218,2014,UNWTO,NA
218,2015,UNWTO,NA
218,2016,UNWTO,NA
218,2017,UNWTO,NA
218,2018,UNWTO,NA
218,2019,UNWTO,NA
218,2020,UNWTO,NA
218,2021,2020 and 2021 gapfill method,gapfilled
220,2008,UNWTO,NA
220,2009,UNWTO,NA
220,2010,UNWTO,NA
220,2011,UNWTO,NA
220,2012,UNWTO,NA
220,2013,UNWTO,NA
220,2014,UNWTO,NA
220,2015,UNWTO,NA
220,2016,UNWTO,NA
220,2017,UNWTO,NA
220,2018,UNWTO,NA
220,2019,UNWTO,NA
220,2020,UNWTO,NA
220,2021,2020 and 2021 gapfill method,gapfilled
222,2008,UNWTO,NA
222,2009,UNWTO,NA
222,2010,UNWTO,NA
222,2011,UNWTO,NA
222,2012,UNWTO,NA
222,2013,UNWTO,NA
222,2014,UNWTO,NA
222,2015,UNWTO,NA
222,2016,UNWTO,NA
222,2017,UNWTO,NA
222,2018,UNWTO,NA
222,2019,UNWTO,NA
222,2020,UNWTO,NA
222,2021,2020 and 2021 gapfill method,gapfilled
223,2008,UNWTO,NA
223,2009,UNWTO,NA
223,2010,UNWTO,NA
223,2011,UNWTO,NA
223,2012,UNWTO,NA
223,2013,UNWTO,NA
223,2014,UNWTO,NA
223,2015,UNWTO,NA
223,2016,UNWTO,NA
223,2017,UNWTO,NA
223,2018,UNWTO,NA
223,2019,UNWTO,NA
223,2020,UNWTO,NA
223,2021,2020 and 2021 gapfill method,gapfilled
224,2008,UNWTO,NA
224,2009,UNWTO,NA
224,2010,UNWTO,NA
224,2011,UNWTO,NA
224,2012,UNWTO,NA
224,2013,UNWTO,NA
224,2014,UNWTO,NA
224,2015,UNWTO,NA
224,2016,UNWTO,NA
224,2017,UNWTO,NA
224,2018,UNWTO,NA
224,2019,UNWTO,NA
224,2020,UNWTO,NA
224,2021,2020 and 2021 gapfill method,gapfilled
231,2008,UNWTO,NA
231,2009,UNWTO,NA
231,2010,UNWTO,NA
231,2011,UNWTO,NA
231,2012,UNWTO,NA
231,2013,UNWTO,NA
231,2014,UNWTO,NA
231,2015,UNWTO,NA
231,2016,UNWTO,NA
231,2017,UNWTO,NA
231,2018,UNWTO,NA
231,2019,UNWTO,NA
231,2020,UNWTO,NA
231,2021,2020 and 2021 gapfill method,gapfilled
232,2008,UNWTO,NA
232,2009,UNWTO,NA
232,2010,UNWTO,NA
232,2011,UNWTO,NA
232,2012,UNWTO,NA
232,2013,UNWTO,NA
232,2014,UNWTO,NA
232,2015,UNWTO,NA
232,2016,UNWTO,NA
232,2017,UNWTO,NA
232,2018,UNWTO,NA
232,2019,UNWTO,NA
232,2020,UNWTO,NA
232,2021,UNWTO,NA
237,2008,UNWTO,NA
237,2009,UNWTO,NA
237,2010,UNWTO,NA
237,2011,UNWTO,NA
237,2012,UNWTO,NA
237,2013,UNWTO,NA
237,2014,UNWTO,NA
237,2015,UNWTO,NA
237,2016,UNWTO,NA
237,2017,UNWTO,NA
237,2018,UNWTO,NA
237,2019,UNWTO,NA
237,2020,UNWTO,NA
237,2021,2020 and 2021 gapfill method,gapfilled
244,2008,UNWTO,NA
244,2009,UNWTO,NA
244,2010,UNWTO,NA
244,2011,UNWTO,NA
244,2012,UNWTO,NA
244,2013,UNWTO,NA
244,2014,UNWTO,NA
244,2015,UNWTO,NA
244,2016,UNWTO,NA
244,2017,UNWTO,NA
244,2018,UNWTO,NA
244,2019,UNWTO,NA
244,2020,UNWTO,NA
244,2021,2020 and 2021 gapfill method,gapfilled
245,2008,UNWTO,NA
245,2009,UNWTO,NA
245,2010,UNWTO,NA
245,2011,linear model,gapfilled
245,2012,linear model,gapfilled
245,2013,linear model,gapfilled
245,2014,linear model,gapfilled
245,2015,linear model,gapfilled
245,2016,linear model,gapfilled
245,2017,linear model,gapfilled
245,2018,linear model,gapfilled
245,2019,linear model,gapfilled
245,2020,2020 and 2021 gapfill method,gapfilled
245,2021,2020 and 2021 gapfill method,gapfilled
247,2008,UNWTO,NA
247,2009,UNWTO,NA
247,2010,UNWTO,NA
247,2011,UNWTO,NA
247,2012,UNWTO,NA
247,2013,UNWTO,NA
247,2014,UNWTO,NA
247,2015,UNWTO,NA
247,2016,UNWTO,NA
247,2017,UNWTO,NA
247,2018,UNWTO,NA
247,2019,UNWTO,NA
247,2020,UNWTO,NA
247,2021,UNWTO,NA
250,2008,UNWTO,NA
250,2009,UNWTO,NA
250,2010,UNWTO,NA
250,2011,UNWTO,NA
250,2012,UNWTO,NA
250,2013,UNWTO,NA
250,2014,UNWTO,NA
250,2015,UNWTO,NA
250,2016,UNWTO,NA
250,2017,UNWTO,NA
250,2018,UNWTO,NA
250,2019,UNWTO,NA
250,2020,UNWTO,NA
250,2021,UNWTO,NA
